"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"2000"	"2000"	"Nevada"	"32"	"Cocaine"	"T40.5"	101	1998257	5.1
	"2000"	"2000"	"Nevada"	"32"	"Other and unspecified narcotics"	"T40.6"	24	1998257	1.2
	"2000"	"2000"	"New Hampshire"	"33"	"Other and unspecified narcotics"	"T40.6"	13	1235786	Unreliable
	"2000"	"2000"	"New Jersey"	"34"	"Heroin"	"T40.1"	215	8414350	2.6
	"2000"	"2000"	"New Jersey"	"34"	"Other opioids"	"T40.2"	78	8414350	0.9
	"2000"	"2000"	"New Jersey"	"34"	"Methadone"	"T40.3"	18	8414350	Unreliable
	"2000"	"2000"	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	19	8414350	Unreliable
	"2000"	"2000"	"New Jersey"	"34"	"Cocaine"	"T40.5"	186	8414350	2.2
	"2000"	"2000"	"New Jersey"	"34"	"Other and unspecified narcotics"	"T40.6"	67	8414350	0.8
	"2000"	"2000"	"New Mexico"	"35"	"Heroin"	"T40.1"	41	1819046	2.3
	"2000"	"2000"	"New Mexico"	"35"	"Other opioids"	"T40.2"	105	1819046	5.8
	"2000"	"2000"	"New Mexico"	"35"	"Methadone"	"T40.3"	26	1819046	1.4
	"2000"	"2000"	"New Mexico"	"35"	"Other synthetic narcotics"	"T40.4"	20	1819046	1.1
	"2000"	"2000"	"New Mexico"	"35"	"Cocaine"	"T40.5"	96	1819046	5.3
	"2000"	"2000"	"New Mexico"	"35"	"Other and unspecified narcotics"	"T40.6"	12	1819046	Unreliable
	"2000"	"2000"	"New York"	"36"	"Heroin"	"T40.1"	29	18976457	0.2
	"2000"	"2000"	"New York"	"36"	"Other opioids"	"T40.2"	37	18976457	0.2
	"2000"	"2000"	"New York"	"36"	"Methadone"	"T40.3"	100	18976457	0.5
	"2000"	"2000"	"New York"	"36"	"Other synthetic narcotics"	"T40.4"	17	18976457	Unreliable
	"2000"	"2000"	"New York"	"36"	"Cocaine"	"T40.5"	378	18976457	2.0
	"2000"	"2000"	"New York"	"36"	"Other and unspecified narcotics"	"T40.6"	405	18976457	2.1
	"2000"	"2000"	"North Carolina"	"37"	"Heroin"	"T40.1"	41	8049313	0.5
	"2000"	"2000"	"North Carolina"	"37"	"Other opioids"	"T40.2"	117	8049313	1.5
	"2000"	"2000"	"North Carolina"	"37"	"Methadone"	"T40.3"	91	8049313	1.1
	"2000"	"2000"	"North Carolina"	"37"	"Other synthetic narcotics"	"T40.4"	49	8049313	0.6
	"2000"	"2000"	"North Carolina"	"37"	"Cocaine"	"T40.5"	94	8049313	1.2
	"2000"	"2000"	"North Carolina"	"37"	"Other and unspecified narcotics"	"T40.6"	12	8049313	Unreliable
	"2000"	"2000"	"Ohio"	"39"	"Heroin"	"T40.1"	81	11353140	0.7
	"2000"	"2000"	"Ohio"	"39"	"Other opioids"	"T40.2"	114	11353140	1.0
	"2000"	"2000"	"Ohio"	"39"	"Methadone"	"T40.3"	21	11353140	0.2
	"2000"	"2000"	"Ohio"	"39"	"Other synthetic narcotics"	"T40.4"	37	11353140	0.3
	"2000"	"2000"	"Ohio"	"39"	"Cocaine"	"T40.5"	130	11353140	1.1
	"2000"	"2000"	"Ohio"	"39"	"Other and unspecified narcotics"	"T40.6"	42	11353140	0.4
	"2000"	"2000"	"Oklahoma"	"40"	"Heroin"	"T40.1"	12	3450654	Unreliable
	"2000"	"2000"	"Oklahoma"	"40"	"Other opioids"	"T40.2"	74	3450654	2.1
	"2000"	"2000"	"Oklahoma"	"40"	"Methadone"	"T40.3"	40	3450654	1.2
	"2000"	"2000"	"Oklahoma"	"40"	"Other synthetic narcotics"	"T40.4"	27	3450654	0.8
	"2000"	"2000"	"Oklahoma"	"40"	"Cocaine"	"T40.5"	20	3450654	0.6
	"2000"	"2000"	"Oregon"	"41"	"Heroin"	"T40.1"	94	3421399	2.7
	"2000"	"2000"	"Oregon"	"41"	"Other opioids"	"T40.2"	29	3421399	0.8
	"2000"	"2000"	"Oregon"	"41"	"Methadone"	"T40.3"	32	3421399	0.9
	"2000"	"2000"	"Oregon"	"41"	"Cocaine"	"T40.5"	47	3421399	1.4
	"2000"	"2000"	"Oregon"	"41"	"Other and unspecified narcotics"	"T40.6"	30	3421399	0.9
	"2000"	"2000"	"Pennsylvania"	"42"	"Heroin"	"T40.1"	147	12281054	1.2
	"2000"	"2000"	"Pennsylvania"	"42"	"Other opioids"	"T40.2"	104	12281054	0.8
	"2000"	"2000"	"Pennsylvania"	"42"	"Methadone"	"T40.3"	20	12281054	0.2
	"2000"	"2000"	"Pennsylvania"	"42"	"Other synthetic narcotics"	"T40.4"	32	12281054	0.3
	"2000"	"2000"	"Pennsylvania"	"42"	"Cocaine"	"T40.5"	143	12281054	1.2
	"2000"	"2000"	"Pennsylvania"	"42"	"Other and unspecified narcotics"	"T40.6"	66	12281054	0.5
	"2000"	"2000"	"Rhode Island"	"44"	"Cocaine"	"T40.5"	30	1048319	2.9
	"2000"	"2000"	"Rhode Island"	"44"	"Other and unspecified narcotics"	"T40.6"	46	1048319	4.4
	"2000"	"2000"	"South Carolina"	"45"	"Heroin"	"T40.1"	11	4012012	Unreliable
	"2000"	"2000"	"South Carolina"	"45"	"Other opioids"	"T40.2"	43	4012012	1.1
	"2000"	"2000"	"South Carolina"	"45"	"Methadone"	"T40.3"	13	4012012	Unreliable
	"2000"	"2000"	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	20	4012012	0.5
	"2000"	"2000"	"South Carolina"	"45"	"Cocaine"	"T40.5"	46	4012012	1.1
	"2000"	"2000"	"South Carolina"	"45"	"Other and unspecified narcotics"	"T40.6"	10	4012012	Unreliable
	"2000"	"2000"	"Tennessee"	"47"	"Other opioids"	"T40.2"	55	5689283	1.0
	"2000"	"2000"	"Tennessee"	"47"	"Methadone"	"T40.3"	15	5689283	Unreliable
	"2000"	"2000"	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	17	5689283	Unreliable
	"2000"	"2000"	"Tennessee"	"47"	"Cocaine"	"T40.5"	59	5689283	1.0
	"2000"	"2000"	"Tennessee"	"47"	"Other and unspecified narcotics"	"T40.6"	26	5689283	0.5
	"2000"	"2000"	"Texas"	"48"	"Heroin"	"T40.1"	132	20851820	0.6
	"2000"	"2000"	"Texas"	"48"	"Other opioids"	"T40.2"	164	20851820	0.8
	"2000"	"2000"	"Texas"	"48"	"Methadone"	"T40.3"	61	20851820	0.3
	"2000"	"2000"	"Texas"	"48"	"Other synthetic narcotics"	"T40.4"	52	20851820	0.2
	"2000"	"2000"	"Texas"	"48"	"Cocaine"	"T40.5"	310	20851820	1.5
	"2000"	"2000"	"Texas"	"48"	"Other and unspecified narcotics"	"T40.6"	80	20851820	0.4
	"2000"	"2000"	"Utah"	"49"	"Heroin"	"T40.1"	47	2233169	2.1
	"2000"	"2000"	"Utah"	"49"	"Other opioids"	"T40.2"	107	2233169	4.8
	"2000"	"2000"	"Utah"	"49"	"Methadone"	"T40.3"	28	2233169	1.3
	"2000"	"2000"	"Utah"	"49"	"Other synthetic narcotics"	"T40.4"	12	2233169	Unreliable
	"2000"	"2000"	"Utah"	"49"	"Cocaine"	"T40.5"	67	2233169	3.0
	"2000"	"2000"	"Utah"	"49"	"Other and unspecified narcotics"	"T40.6"	15	2233169	Unreliable
	"2000"	"2000"	"Vermont"	"50"	"Other opioids"	"T40.2"	16	608827	Unreliable
	"2000"	"2000"	"Virginia"	"51"	"Heroin"	"T40.1"	67	7078515	0.9
	"2000"	"2000"	"Virginia"	"51"	"Other opioids"	"T40.2"	108	7078515	1.5
	"2000"	"2000"	"Virginia"	"51"	"Methadone"	"T40.3"	38	7078515	0.5
	"2000"	"2000"	"Virginia"	"51"	"Other synthetic narcotics"	"T40.4"	26	7078515	0.4
	"2000"	"2000"	"Virginia"	"51"	"Cocaine"	"T40.5"	88	7078515	1.2
	"2000"	"2000"	"Virginia"	"51"	"Other and unspecified narcotics"	"T40.6"	65	7078515	0.9
	"2000"	"2000"	"Washington"	"53"	"Heroin"	"T40.1"	61	5894121	1.0
	"2000"	"2000"	"Washington"	"53"	"Other opioids"	"T40.2"	106	5894121	1.8
	"2000"	"2000"	"Washington"	"53"	"Methadone"	"T40.3"	68	5894121	1.2
	"2000"	"2000"	"Washington"	"53"	"Other synthetic narcotics"	"T40.4"	24	5894121	0.4
	"2000"	"2000"	"Washington"	"53"	"Cocaine"	"T40.5"	167	5894121	2.8
	"2000"	"2000"	"Washington"	"53"	"Other and unspecified narcotics"	"T40.6"	174	5894121	3.0
	"2000"	"2000"	"West Virginia"	"54"	"Other opioids"	"T40.2"	25	1808344	1.4
	"2000"	"2000"	"West Virginia"	"54"	"Other and unspecified narcotics"	"T40.6"	11	1808344	Unreliable
	"2000"	"2000"	"Wisconsin"	"55"	"Heroin"	"T40.1"	31	5363675	0.6
	"2000"	"2000"	"Wisconsin"	"55"	"Other opioids"	"T40.2"	52	5363675	1.0
	"2000"	"2000"	"Wisconsin"	"55"	"Methadone"	"T40.3"	19	5363675	Unreliable
	"2000"	"2000"	"Wisconsin"	"55"	"Other synthetic narcotics"	"T40.4"	23	5363675	0.4
	"2000"	"2000"	"Wisconsin"	"55"	"Cocaine"	"T40.5"	60	5363675	1.1
	"2001"	"2001"	"Alabama"	"01"	"Other opioids"	"T40.2"	25	4467634	0.6
	"2001"	"2001"	"Alabama"	"01"	"Methadone"	"T40.3"	31	4467634	0.7
	"2001"	"2001"	"Alabama"	"01"	"Cocaine"	"T40.5"	33	4467634	0.7
	"2001"	"2001"	"Alaska"	"02"	"Other opioids"	"T40.2"	10	633714	Unreliable
	"2001"	"2001"	"Arizona"	"04"	"Heroin"	"T40.1"	24	5273477	0.5
	"2001"	"2001"	"Arizona"	"04"	"Other opioids"	"T40.2"	87	5273477	1.6
	"2001"	"2001"	"Arizona"	"04"	"Methadone"	"T40.3"	29	5273477	0.5
	"2001"	"2001"	"Arizona"	"04"	"Other synthetic narcotics"	"T40.4"	20	5273477	0.4
	"2001"	"2001"	"Arizona"	"04"	"Cocaine"	"T40.5"	128	5273477	2.4
	"2001"	"2001"	"Arizona"	"04"	"Other and unspecified narcotics"	"T40.6"	127	5273477	2.4
	"2001"	"2001"	"Arkansas"	"05"	"Other opioids"	"T40.2"	14	2691571	Unreliable
	"2001"	"2001"	"Arkansas"	"05"	"Cocaine"	"T40.5"	12	2691571	Unreliable
	"2001"	"2001"	"California"	"06"	"Heroin"	"T40.1"	232	34479458	0.7
	"2001"	"2001"	"California"	"06"	"Other opioids"	"T40.2"	345	34479458	1.0
	"2001"	"2001"	"California"	"06"	"Methadone"	"T40.3"	41	34479458	0.1
	"2001"	"2001"	"California"	"06"	"Other synthetic narcotics"	"T40.4"	31	34479458	0.1
	"2001"	"2001"	"California"	"06"	"Cocaine"	"T40.5"	246	34479458	0.7
	"2001"	"2001"	"California"	"06"	"Other and unspecified narcotics"	"T40.6"	130	34479458	0.4
	"2001"	"2001"	"Colorado"	"08"	"Heroin"	"T40.1"	23	4425687	0.5
	"2001"	"2001"	"Colorado"	"08"	"Other opioids"	"T40.2"	100	4425687	2.3
	"2001"	"2001"	"Colorado"	"08"	"Methadone"	"T40.3"	21	4425687	0.5
	"2001"	"2001"	"Colorado"	"08"	"Other synthetic narcotics"	"T40.4"	20	4425687	0.5
	"2001"	"2001"	"Colorado"	"08"	"Cocaine"	"T40.5"	107	4425687	2.4
	"2001"	"2001"	"Colorado"	"08"	"Other and unspecified narcotics"	"T40.6"	70	4425687	1.6
	"2001"	"2001"	"Connecticut"	"09"	"Heroin"	"T40.1"	98	3432835	2.9
	"2001"	"2001"	"Connecticut"	"09"	"Other opioids"	"T40.2"	19	3432835	Unreliable
	"2001"	"2001"	"Connecticut"	"09"	"Methadone"	"T40.3"	16	3432835	Unreliable
	"2001"	"2001"	"Connecticut"	"09"	"Cocaine"	"T40.5"	60	3432835	1.7
	"2001"	"2001"	"Connecticut"	"09"	"Other and unspecified narcotics"	"T40.6"	24	3432835	0.7
	"2001"	"2001"	"Delaware"	"10"	"Other opioids"	"T40.2"	11	795699	Unreliable
	"2001"	"2001"	"Delaware"	"10"	"Cocaine"	"T40.5"	16	795699	Unreliable
	"2001"	"2001"	"Delaware"	"10"	"Other and unspecified narcotics"	"T40.6"	13	795699	Unreliable
	"2001"	"2001"	"District of Columbia"	"11"	"Cocaine"	"T40.5"	56	574504	9.7
	"2001"	"2001"	"District of Columbia"	"11"	"Other and unspecified narcotics"	"T40.6"	42	574504	7.3
	"2001"	"2001"	"Florida"	"12"	"Heroin"	"T40.1"	210	16356966	1.3
	"2001"	"2001"	"Florida"	"12"	"Other opioids"	"T40.2"	455	16356966	2.8
	"2001"	"2001"	"Florida"	"12"	"Methadone"	"T40.3"	135	16356966	0.8
	"2001"	"2001"	"Florida"	"12"	"Other synthetic narcotics"	"T40.4"	124	16356966	0.8
	"2001"	"2001"	"Florida"	"12"	"Cocaine"	"T40.5"	375	16356966	2.3
	"2001"	"2001"	"Florida"	"12"	"Other and unspecified narcotics"	"T40.6"	66	16356966	0.4
	"2001"	"2001"	"Georgia"	"13"	"Other opioids"	"T40.2"	95	8377038	1.1
	"2001"	"2001"	"Georgia"	"13"	"Methadone"	"T40.3"	43	8377038	0.5
	"2001"	"2001"	"Georgia"	"13"	"Other synthetic narcotics"	"T40.4"	34	8377038	0.4
	"2001"	"2001"	"Georgia"	"13"	"Cocaine"	"T40.5"	126	8377038	1.5
	"2001"	"2001"	"Georgia"	"13"	"Other and unspecified narcotics"	"T40.6"	41	8377038	0.5
	"2001"	"2001"	"Hawaii"	"15"	"Other opioids"	"T40.2"	28	1225948	2.3
	"2001"	"2001"	"Hawaii"	"15"	"Cocaine"	"T40.5"	12	1225948	Unreliable
	"2001"	"2001"	"Idaho"	"16"	"Other opioids"	"T40.2"	30	1319962	2.3
	"2001"	"2001"	"Idaho"	"16"	"Methadone"	"T40.3"	10	1319962	Unreliable
	"2001"	"2001"	"Illinois"	"17"	"Heroin"	"T40.1"	40	12488445	0.3
	"2001"	"2001"	"Illinois"	"17"	"Other opioids"	"T40.2"	74	12488445	0.6
	"2001"	"2001"	"Illinois"	"17"	"Methadone"	"T40.3"	60	12488445	0.5
	"2001"	"2001"	"Illinois"	"17"	"Other synthetic narcotics"	"T40.4"	35	12488445	0.3
	"2001"	"2001"	"Illinois"	"17"	"Cocaine"	"T40.5"	455	12488445	3.6
	"2001"	"2001"	"Illinois"	"17"	"Other and unspecified narcotics"	"T40.6"	400	12488445	3.2
	"2001"	"2001"	"Indiana"	"18"	"Heroin"	"T40.1"	10	6127760	Unreliable
	"2001"	"2001"	"Indiana"	"18"	"Other opioids"	"T40.2"	35	6127760	0.6
	"2001"	"2001"	"Indiana"	"18"	"Methadone"	"T40.3"	16	6127760	Unreliable
	"2001"	"2001"	"Indiana"	"18"	"Other synthetic narcotics"	"T40.4"	13	6127760	Unreliable
	"2001"	"2001"	"Indiana"	"18"	"Cocaine"	"T40.5"	32	6127760	0.5
	"2001"	"2001"	"Iowa"	"19"	"Other opioids"	"T40.2"	15	2931997	Unreliable
	"2001"	"2001"	"Kansas"	"20"	"Other opioids"	"T40.2"	22	2702162	0.8
	"2001"	"2001"	"Kansas"	"20"	"Other synthetic narcotics"	"T40.4"	11	2702162	Unreliable
	"2001"	"2001"	"Kansas"	"20"	"Cocaine"	"T40.5"	18	2702162	Unreliable
	"2001"	"2001"	"Kentucky"	"21"	"Other opioids"	"T40.2"	90	4068132	2.2
	"2001"	"2001"	"Kentucky"	"21"	"Methadone"	"T40.3"	51	4068132	1.3
	"2001"	"2001"	"Kentucky"	"21"	"Other synthetic narcotics"	"T40.4"	20	4068132	0.5
	"2001"	"2001"	"Kentucky"	"21"	"Cocaine"	"T40.5"	31	4068132	0.8
	"2001"	"2001"	"Kentucky"	"21"	"Other and unspecified narcotics"	"T40.6"	27	4068132	0.7
	"2001"	"2001"	"Louisiana"	"22"	"Other opioids"	"T40.2"	46	4477875	1.0
	"2001"	"2001"	"Louisiana"	"22"	"Methadone"	"T40.3"	23	4477875	0.5
	"2001"	"2001"	"Louisiana"	"22"	"Other synthetic narcotics"	"T40.4"	11	4477875	Unreliable
	"2001"	"2001"	"Louisiana"	"22"	"Cocaine"	"T40.5"	42	4477875	0.9
	"2001"	"2001"	"Louisiana"	"22"	"Other and unspecified narcotics"	"T40.6"	18	4477875	Unreliable
	"2001"	"2001"	"Maine"	"23"	"Other opioids"	"T40.2"	21	1285692	1.6
	"2001"	"2001"	"Maine"	"23"	"Methadone"	"T40.3"	15	1285692	Unreliable
	"2001"	"2001"	"Maine"	"23"	"Other synthetic narcotics"	"T40.4"	10	1285692	Unreliable
	"2001"	"2001"	"Maine"	"23"	"Other and unspecified narcotics"	"T40.6"	17	1285692	Unreliable
	"2001"	"2001"	"Maryland"	"24"	"Other opioids"	"T40.2"	24	5374691	0.4
	"2001"	"2001"	"Maryland"	"24"	"Methadone"	"T40.3"	22	5374691	0.4
	"2001"	"2001"	"Maryland"	"24"	"Cocaine"	"T40.5"	124	5374691	2.3
	"2001"	"2001"	"Maryland"	"24"	"Other and unspecified narcotics"	"T40.6"	445	5374691	8.3
	"2001"	"2001"	"Massachusetts"	"25"	"Heroin"	"T40.1"	21	6397634	0.3
	"2001"	"2001"	"Massachusetts"	"25"	"Other opioids"	"T40.2"	73	6397634	1.1
	"2001"	"2001"	"Massachusetts"	"25"	"Methadone"	"T40.3"	27	6397634	0.4
	"2001"	"2001"	"Massachusetts"	"25"	"Other synthetic narcotics"	"T40.4"	11	6397634	Unreliable
	"2001"	"2001"	"Massachusetts"	"25"	"Cocaine"	"T40.5"	217	6397634	3.4
	"2001"	"2001"	"Massachusetts"	"25"	"Other and unspecified narcotics"	"T40.6"	397	6397634	6.2
	"2001"	"2001"	"Michigan"	"26"	"Heroin"	"T40.1"	88	9991120	0.9
	"2001"	"2001"	"Michigan"	"26"	"Other opioids"	"T40.2"	68	9991120	0.7
	"2001"	"2001"	"Michigan"	"26"	"Methadone"	"T40.3"	16	9991120	Unreliable
	"2001"	"2001"	"Michigan"	"26"	"Other synthetic narcotics"	"T40.4"	18	9991120	Unreliable
	"2001"	"2001"	"Michigan"	"26"	"Cocaine"	"T40.5"	99	9991120	1.0
	"2001"	"2001"	"Michigan"	"26"	"Other and unspecified narcotics"	"T40.6"	32	9991120	0.3
	"2001"	"2001"	"Minnesota"	"27"	"Other opioids"	"T40.2"	45	4982796	0.9
	"2001"	"2001"	"Minnesota"	"27"	"Methadone"	"T40.3"	13	4982796	Unreliable
	"2001"	"2001"	"Minnesota"	"27"	"Other synthetic narcotics"	"T40.4"	13	4982796	Unreliable
	"2001"	"2001"	"Minnesota"	"27"	"Cocaine"	"T40.5"	21	4982796	0.4
	"2001"	"2001"	"Minnesota"	"27"	"Other and unspecified narcotics"	"T40.6"	42	4982796	0.8
	"2001"	"2001"	"Mississippi"	"28"	"Other opioids"	"T40.2"	15	2852994	Unreliable
	"2001"	"2001"	"Mississippi"	"28"	"Cocaine"	"T40.5"	13	2852994	Unreliable
	"2001"	"2001"	"Missouri"	"29"	"Heroin"	"T40.1"	24	5641142	0.4
	"2001"	"2001"	"Missouri"	"29"	"Other opioids"	"T40.2"	55	5641142	1.0
	"2001"	"2001"	"Missouri"	"29"	"Methadone"	"T40.3"	20	5641142	0.4
	"2001"	"2001"	"Missouri"	"29"	"Other synthetic narcotics"	"T40.4"	36	5641142	0.6
	"2001"	"2001"	"Missouri"	"29"	"Cocaine"	"T40.5"	68	5641142	1.2
	"2001"	"2001"	"Missouri"	"29"	"Other and unspecified narcotics"	"T40.6"	14	5641142	Unreliable
	"2001"	"2001"	"Montana"	"30"	"Other opioids"	"T40.2"	15	906961	Unreliable
	"2001"	"2001"	"Nebraska"	"31"	"Other opioids"	"T40.2"	16	1719836	Unreliable
	"2001"	"2001"	"Nebraska"	"31"	"Other synthetic narcotics"	"T40.4"	10	1719836	Unreliable
	"2001"	"2001"	"Nevada"	"32"	"Heroin"	"T40.1"	25	2098399	1.2
	"2001"	"2001"	"Nevada"	"32"	"Other opioids"	"T40.2"	97	2098399	4.6
	"2001"	"2001"	"Nevada"	"32"	"Methadone"	"T40.3"	52	2098399	2.5
	"2001"	"2001"	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	23	2098399	1.1
	"2001"	"2001"	"Nevada"	"32"	"Cocaine"	"T40.5"	73	2098399	3.5
	"2001"	"2001"	"Nevada"	"32"	"Other and unspecified narcotics"	"T40.6"	35	2098399	1.7
	"2001"	"2001"	"New Hampshire"	"33"	"Other opioids"	"T40.2"	18	1255517	Unreliable
	"2001"	"2001"	"New Hampshire"	"33"	"Methadone"	"T40.3"	12	1255517	Unreliable
	"2001"	"2001"	"New Hampshire"	"33"	"Cocaine"	"T40.5"	13	1255517	Unreliable
	"2001"	"2001"	"New Hampshire"	"33"	"Other and unspecified narcotics"	"T40.6"	24	1255517	1.9
	"2001"	"2001"	"New Jersey"	"34"	"Heroin"	"T40.1"	206	8492671	2.4
	"2001"	"2001"	"New Jersey"	"34"	"Other opioids"	"T40.2"	97	8492671	1.1
	"2001"	"2001"	"New Jersey"	"34"	"Methadone"	"T40.3"	30	8492671	0.4
	"2001"	"2001"	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	35	8492671	0.4
	"2001"	"2001"	"New Jersey"	"34"	"Cocaine"	"T40.5"	198	8492671	2.3
	"2001"	"2001"	"New Jersey"	"34"	"Other and unspecified narcotics"	"T40.6"	90	8492671	1.1
	"2001"	"2001"	"New Mexico"	"35"	"Heroin"	"T40.1"	22	1831690	1.2
	"2001"	"2001"	"New Mexico"	"35"	"Other opioids"	"T40.2"	88	1831690	4.8
	"2001"	"2001"	"New Mexico"	"35"	"Methadone"	"T40.3"	27	1831690	1.5
	"2001"	"2001"	"New Mexico"	"35"	"Other synthetic narcotics"	"T40.4"	16	1831690	Unreliable
	"2001"	"2001"	"New Mexico"	"35"	"Cocaine"	"T40.5"	77	1831690	4.2
	"2001"	"2001"	"New Mexico"	"35"	"Other and unspecified narcotics"	"T40.6"	11	1831690	Unreliable
	"2001"	"2001"	"New York"	"36"	"Heroin"	"T40.1"	59	19082838	0.3
	"2001"	"2001"	"New York"	"36"	"Other opioids"	"T40.2"	72	19082838	0.4
	"2001"	"2001"	"New York"	"36"	"Methadone"	"T40.3"	137	19082838	0.7
	"2001"	"2001"	"New York"	"36"	"Other synthetic narcotics"	"T40.4"	33	19082838	0.2
	"2001"	"2001"	"New York"	"36"	"Cocaine"	"T40.5"	484	19082838	2.5
	"2001"	"2001"	"New York"	"36"	"Other and unspecified narcotics"	"T40.6"	448	19082838	2.3
	"2001"	"2001"	"North Carolina"	"37"	"Heroin"	"T40.1"	50	8210122	0.6
	"2001"	"2001"	"North Carolina"	"37"	"Other opioids"	"T40.2"	151	8210122	1.8
	"2001"	"2001"	"North Carolina"	"37"	"Methadone"	"T40.3"	109	8210122	1.3
	"2001"	"2001"	"North Carolina"	"37"	"Other synthetic narcotics"	"T40.4"	58	8210122	0.7
	"2001"	"2001"	"North Carolina"	"37"	"Cocaine"	"T40.5"	104	8210122	1.3
	"2001"	"2001"	"Ohio"	"39"	"Heroin"	"T40.1"	88	11387404	0.8
	"2001"	"2001"	"Ohio"	"39"	"Other opioids"	"T40.2"	156	11387404	1.4
	"2001"	"2001"	"Ohio"	"39"	"Methadone"	"T40.3"	39	11387404	0.3
	"2001"	"2001"	"Ohio"	"39"	"Other synthetic narcotics"	"T40.4"	57	11387404	0.5
	"2001"	"2001"	"Ohio"	"39"	"Cocaine"	"T40.5"	149	11387404	1.3
	"2001"	"2001"	"Ohio"	"39"	"Other and unspecified narcotics"	"T40.6"	48	11387404	0.4
	"2001"	"2001"	"Oklahoma"	"40"	"Other opioids"	"T40.2"	101	3467100	2.9
	"2001"	"2001"	"Oklahoma"	"40"	"Methadone"	"T40.3"	45	3467100	1.3
	"2001"	"2001"	"Oklahoma"	"40"	"Other synthetic narcotics"	"T40.4"	22	3467100	0.6
	"2001"	"2001"	"Oklahoma"	"40"	"Cocaine"	"T40.5"	29	3467100	0.8
	"2001"	"2001"	"Oregon"	"41"	"Heroin"	"T40.1"	80	3467937	2.3
	"2001"	"2001"	"Oregon"	"41"	"Other opioids"	"T40.2"	43	3467937	1.2
	"2001"	"2001"	"Oregon"	"41"	"Methadone"	"T40.3"	53	3467937	1.5
	"2001"	"2001"	"Oregon"	"41"	"Other synthetic narcotics"	"T40.4"	16	3467937	Unreliable
	"2001"	"2001"	"Oregon"	"41"	"Cocaine"	"T40.5"	39	3467937	1.1
	"2001"	"2001"	"Oregon"	"41"	"Other and unspecified narcotics"	"T40.6"	28	3467937	0.8
	"2001"	"2001"	"Pennsylvania"	"42"	"Heroin"	"T40.1"	123	12298970	1.0
	"2001"	"2001"	"Pennsylvania"	"42"	"Other opioids"	"T40.2"	75	12298970	0.6
	"2001"	"2001"	"Pennsylvania"	"42"	"Methadone"	"T40.3"	17	12298970	Unreliable
	"2001"	"2001"	"Pennsylvania"	"42"	"Other synthetic narcotics"	"T40.4"	28	12298970	0.2
	"2001"	"2001"	"Pennsylvania"	"42"	"Cocaine"	"T40.5"	97	12298970	0.8
	"2001"	"2001"	"Pennsylvania"	"42"	"Other and unspecified narcotics"	"T40.6"	44	12298970	0.4
	"2001"	"2001"	"Rhode Island"	"44"	"Other opioids"	"T40.2"	19	1057142	Unreliable
	"2001"	"2001"	"Rhode Island"	"44"	"Methadone"	"T40.3"	10	1057142	Unreliable
	"2001"	"2001"	"Rhode Island"	"44"	"Cocaine"	"T40.5"	39	1057142	3.7
	"2001"	"2001"	"Rhode Island"	"44"	"Other and unspecified narcotics"	"T40.6"	62	1057142	5.9
	"2001"	"2001"	"South Carolina"	"45"	"Other opioids"	"T40.2"	59	4064995	1.5
	"2001"	"2001"	"South Carolina"	"45"	"Methadone"	"T40.3"	15	4064995	Unreliable
	"2001"	"2001"	"South Carolina"	"45"	"Cocaine"	"T40.5"	57	4064995	1.4
	"2001"	"2001"	"Tennessee"	"47"	"Other opioids"	"T40.2"	90	5750789	1.6
	"2001"	"2001"	"Tennessee"	"47"	"Methadone"	"T40.3"	21	5750789	0.4
	"2001"	"2001"	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	11	5750789	Unreliable
	"2001"	"2001"	"Tennessee"	"47"	"Cocaine"	"T40.5"	69	5750789	1.2
	"2001"	"2001"	"Tennessee"	"47"	"Other and unspecified narcotics"	"T40.6"	37	5750789	0.6
	"2001"	"2001"	"Texas"	"48"	"Heroin"	"T40.1"	186	21319622	0.9
	"2001"	"2001"	"Texas"	"48"	"Other opioids"	"T40.2"	228	21319622	1.1
	"2001"	"2001"	"Texas"	"48"	"Methadone"	"T40.3"	94	21319622	0.4
	"2001"	"2001"	"Texas"	"48"	"Other synthetic narcotics"	"T40.4"	82	21319622	0.4
	"2001"	"2001"	"Texas"	"48"	"Cocaine"	"T40.5"	404	21319622	1.9
	"2001"	"2001"	"Texas"	"48"	"Other and unspecified narcotics"	"T40.6"	71	21319622	0.3
	"2001"	"2001"	"Utah"	"49"	"Heroin"	"T40.1"	40	2283715	1.8
	"2001"	"2001"	"Utah"	"49"	"Other opioids"	"T40.2"	105	2283715	4.6
	"2001"	"2001"	"Utah"	"49"	"Methadone"	"T40.3"	42	2283715	1.8
	"2001"	"2001"	"Utah"	"49"	"Cocaine"	"T40.5"	51	2283715	2.2
	"2001"	"2001"	"Utah"	"49"	"Other and unspecified narcotics"	"T40.6"	35	2283715	1.5
	"2001"	"2001"	"Vermont"	"50"	"Other opioids"	"T40.2"	25	612223	4.1
